ip_range,country,region,city,postal
77.157.227.0/24,FR,Île-de-France,Paris,75000
77.158.13.0/24,FR,Île-de-France,Deuil-la-Barre,95170
77.158.15.0/24,FR,Île-de-France,Saint-Denis,93285 CEDEX
77.157.253.0/24,FR,Île-de-France,Paris,75000
77.158.14.0/24,FR,Île-de-France,Paris,75015
77.158.6.0/24,FR,Île-de-France,Paris,75015
77.157.232.0/24,FR,Île-de-France,Paris,75000
77.158.18.0/24,FR,Île-de-France,Paris,75000
77.158.17.0/24,FR,Île-de-France,Paris,75270 CEDEX 06
77.158.16.0/24,FR,Île-de-France,Paris,75000
77.158.21.0/24,FR,Île-de-France,Paris,75017
77.158.20.0/24,FR,Auvergne-Rhône-Alpes,Le Puy-en-Velay,43000
77.158.12.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69841 CEDEX 20
77.157.251.0/24,FR,Île-de-France,Paris,75000
77.158.22.0/24,FR,Île-de-France,Paris,75000
77.158.19.0/24,FR,Île-de-France,Paris,75000
77.157.243.0/24,FR,Île-de-France,Paris,75000
77.158.23.0/24,FR,Île-de-France,Paris,75000
77.158.7.0/24,FR,Auvergne-Rhône-Alpes,Saint-Laurent-du-Pont,38380
77.158.29.0/24,FR,Île-de-France,Antony,92160
77.158.31.0/24,FR,Île-de-France,Paris,75000
77.158.32.0/24,FR,Île-de-France,Paris,75000
77.158.33.0/24,FR,Île-de-France,Paris,75000
77.158.24.0/24,FR,Île-de-France,Paris,75665 CEDEX 14
77.157.255.0/24,FR,Île-de-France,Paris,75000
77.158.36.0/24,FR,Île-de-France,Paris,75000
77.158.30.0/24,FR,Grand Est,Troyes,10000
77.157.246.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.158.2.0/24,FR,Île-de-France,Paris,75015
77.158.61.0/24,FR,Île-de-France,Paris,75000
77.158.68.0/24,FR,Provence-Alpes-Côte d'Azur,Avignon,84000
77.158.93.0/24,FR,Pays de la Loire,Erbray,44110
77.158.98.0/24,FR,Île-de-France,Paris,75000
77.158.37.0/24,FR,Île-de-France,Paris,75000
77.158.43.0/24,FR,Hauts-de-France,Lauwin-Planque,59553
77.158.48.0/24,FR,Grand Est,Reims,51051 CEDEX
77.158.55.0/24,FR,Île-de-France,Paris,75000
77.158.39.0/24,FR,Île-de-France,Paris,75015
77.158.46.0/24,FR,Île-de-France,Paris,75015
77.158.35.0/24,FR,Auvergne-Rhône-Alpes,Cournon-d'Auvergne,63808 CEDEX
77.158.56.0/24,FR,Île-de-France,Paris,75015
77.158.40.0/24,FR,Nouvelle-Aquitaine,Bergerac,24100
77.158.44.0/24,FR,Auvergne-Rhône-Alpes,Villefranche-sur-Saône,69655 CEDEX
77.158.127.0/24,FR,Île-de-France,Paris,75000
77.158.128.0/24,FR,Grand Est,Reichshoffen,67110
77.158.50.0/24,FR,Grand Est,Reims,51051 CEDEX
77.158.52.0/24,FR,Île-de-France,Paris,75000
77.158.38.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.158.41.0/24,FR,Île-de-France,Paris,75000
77.158.34.0/24,FR,Île-de-France,Menucourt,95180
77.158.47.0/24,FR,Occitanie,Toulouse,31489 CEDEX 4
77.158.42.0/24,FR,Île-de-France,Villeneuve-le-Roi,94290
77.158.59.0/24,FR,Occitanie,Perpignan,66000
77.158.53.0/24,FR,Île-de-France,Paris,75000
77.158.45.0/24,FR,Île-de-France,Lisses,91090
77.158.57.0/24,FR,Provence-Alpes-Côte d'Azur,Salon-de-Provence,13300
77.158.64.0/24,FR,Hauts-de-France,Duisans,62161
77.158.83.0/24,FR,Île-de-France,Paris,75000
77.158.58.0/24,FR,Île-de-France,Paris,75015
77.158.49.0/24,FR,Île-de-France,Suresnes,92156 CEDEX
77.158.86.0/24,FR,Île-de-France,Paris,75000
77.158.51.0/24,FR,Auvergne-Rhône-Alpes,Méry,73420
77.158.90.0/24,FR,Centre,Cormery,37320
77.158.54.0/24,FR,Île-de-France,Paris,75000
77.158.102.0/24,FR,Île-de-France,Paris,75000
77.158.60.0/24,FR,Île-de-France,Paris,75000
77.158.77.0/24,FR,Centre,Sainte-Maure-de-Touraine,37800
77.158.67.0/24,FR,Île-de-France,Paris,75000
77.158.80.0/24,FR,Nouvelle-Aquitaine,Pessac,33600
77.158.105.0/24,FR,Grand Est,Reims,51051 CEDEX
77.158.84.0/24,FR,Occitanie,Nîmes,30000
77.158.107.0/24,FR,Île-de-France,Paris,75000
77.158.88.0/24,FR,Île-de-France,Paris,75000
77.158.109.0/24,FR,Île-de-France,Paris,75000
77.158.70.0/24,FR,Centre,Orléans,45000
77.158.91.0/24,FR,Provence-Alpes-Côte d'Azur,Biot,6410
77.158.111.0/24,FR,Île-de-France,Paris,75000
77.158.96.0/24,FR,Île-de-France,Paris,75000
77.158.101.0/24,FR,Auvergne-Rhône-Alpes,Villeurbanne,69100
77.158.112.0/24,FR,Île-de-France,Paris,75000
77.158.106.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.158.113.0/24,FR,Île-de-France,Paris,75000
77.158.116.0/24,FR,Île-de-France,Paris,75000
77.158.114.0/24,FR,Île-de-France,Paris,75000
77.158.118.0/24,FR,Île-de-France,Paris,75000
77.158.115.0/24,FR,Île-de-France,Paris,75000
77.158.117.0/24,FR,Île-de-France,Paris,75000
77.158.65.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.158.122.0/24,FR,Île-de-France,Paris,75000
77.158.62.0/24,FR,Centre,Saint-Aignan,41110
77.158.71.0/24,FR,Île-de-France,Paris,75884 CEDEX 18
77.158.74.0/24,FR,Brittany,Cesson-Sévigné,35236 CEDEX
77.158.66.0/24,FR,Grand Est,Sarre-Union,67260
77.158.78.0/24,FR,Hauts-de-France,Fretin,59273
77.158.69.0/24,FR,Île-de-France,Fresnes,94260
77.158.81.0/24,FR,Île-de-France,Paris,75000
77.158.72.0/24,FR,Île-de-France,Paris,75000
77.158.87.0/24,FR,Île-de-France,Paris,75015
77.158.75.0/24,FR,Auvergne-Rhône-Alpes,Vaulx-en-Velin,69514 CEDEX
77.158.92.0/24,FR,Île-de-France,Paris,75015
77.158.124.0/24,FR,Île-de-France,Paris,75000
77.158.79.0/24,FR,Grand Est,Reims,51051 CEDEX
77.158.97.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.158.85.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.158.89.0/24,FR,Île-de-France,Paris,75000
77.158.95.0/24,FR,Île-de-France,Paris,75000
77.158.73.0/24,FR,Grand Est,Orbey,68370
77.158.76.0/24,FR,Occitanie,Milhaud,30540
77.158.99.0/24,FR,Bourgogne-Franche-Comté,Sens,89090 CEDEX
77.158.103.0/24,FR,Île-de-France,Paris,75000
77.158.82.0/24,FR,Auvergne-Rhône-Alpes,Genas,69745 CEDEX
77.158.94.0/24,FR,Île-de-France,Paris,75000
77.158.120.0/24,FR,Île-de-France,Paris,75000
77.158.119.0/24,FR,Île-de-France,Paris,75000
77.158.100.0/24,FR,Île-de-France,Paris,75000
77.158.110.0/24,FR,Île-de-France,Paris,75000
77.158.63.0/24,FR,Île-de-France,Paris,75000
77.158.129.0/24,FR,Île-de-France,Paris,75015
77.158.130.0/24,FR,Île-de-France,Paris,75015
77.158.121.0/24,FR,Bourgogne-Franche-Comté,Sens,89090 CEDEX
77.158.126.0/24,FR,Île-de-France,Paris,75000
77.158.125.0/24,FR,Île-de-France,Paris,75000
77.158.123.0/24,FR,Île-de-France,Paris,75000
77.158.104.0/24,FR,Île-de-France,Paris,75000
77.158.108.0/24,FR,Île-de-France,Paris,75000
77.158.136.0/24,FR,Île-de-France,Paris,75016
77.158.137.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.158.138.0/24,FR,Île-de-France,Paris,75015
77.158.143.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.158.144.0/24,FR,Île-de-France,Tigery,91250
77.158.148.0/24,FR,Grand Est,Fameck,57290
77.158.153.0/24,FR,Île-de-France,Paris,75026 CEDEX 01
77.158.146.0/24,FR,Île-de-France,Paris,75389 CEDEX 08
77.158.131.0/24,FR,Grand Est,Reichshoffen,67110
77.158.132.0/24,FR,Île-de-France,Paris,75015
77.158.133.0/24,FR,Centre,Saint-Amand-Montrond,18200
77.158.134.0/24,FR,Centre,Orléans,45944 CEDEX 9
77.158.139.0/24,FR,Île-de-France,Paris,75015
77.158.226.0/24,FR,Bourgogne-Franche-Comté,Auxonne,21130
77.158.159.0/24,FR,Île-de-France,Paris,75000
77.158.179.0/24,FR,Île-de-France,Paris,75000
77.158.218.0/24,FR,Bourgogne-Franche-Comté,Sens,89090 CEDEX
77.158.154.0/24,FR,Île-de-France,Châtenay-Malabry,92297 CEDEX
77.158.230.0/24,FR,Auvergne-Rhône-Alpes,Rillieux-la-Pape,69142 CEDEX
77.158.135.0/24,FR,Île-de-France,Paris,75389 CEDEX 08
77.158.140.0/24,FR,Île-de-France,Paris,75016
77.158.149.0/24,FR,Île-de-France,Chatou,78400
77.158.152.0/24,FR,Île-de-France,Paris,75000
77.158.141.0/24,FR,Nouvelle-Aquitaine,Poitiers,86000
77.158.155.0/24,FR,Île-de-France,Paris,75389 CEDEX 08
77.158.158.0/24,FR,Île-de-France,Boulogne-Billancourt,92514 CEDEX
77.158.142.0/24,FR,Île-de-France,Claye-Souilly,77410
77.158.162.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.158.145.0/24,FR,Île-de-France,Paris,75000
77.158.202.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.158.166.0/24,FR,Auvergne-Rhône-Alpes,Bourg-en-Bresse,01008 CEDEX
77.158.223.0/24,FR,Bourgogne-Franche-Comté,Avanne-Aveney,25720
77.158.207.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.158.147.0/24,FR,Bourgogne-Franche-Comté,Sens,89090 CEDEX
77.158.209.0/24,FR,Île-de-France,Paris,75606 CEDEX 12
77.158.238.0/24,FR,Île-de-France,Paris,75000
77.158.232.0/24,FR,Île-de-France,Paris,75783 CEDEX 16
77.158.213.0/24,FR,Bourgogne-Franche-Comté,Dijon,21000
77.158.212.0/24,FR,Île-de-France,Paris,75000
77.158.220.0/24,FR,Île-de-France,Paris,75015
77.158.215.0/24,FR,Île-de-France,Paris,75000
77.158.219.0/24,FR,Île-de-France,Paris,75026 CEDEX 01
77.158.221.0/24,FR,Île-de-France,Paris,75000
77.158.233.0/24,FR,Île-de-France,Paris,75000
77.158.234.0/24,FR,Île-de-France,Paris,75000
77.158.150.0/24,FR,Auvergne-Rhône-Alpes,Genay,69729 CEDEX
77.158.236.0/24,FR,Hauts-de-France,Beauvais,60031 CEDEX
77.158.156.0/24,FR,Île-de-France,Paris,75015
77.158.151.0/24,FR,Île-de-France,Paris,75015
77.158.161.0/24,FR,Île-de-France,Paris,75000
77.158.229.0/24,FR,Île-de-France,Paris,75000
77.158.157.0/24,FR,Île-de-France,Paris,75270 CEDEX 06
77.158.172.0/24,FR,Île-de-France,Paris,75015
77.158.160.0/24,FR,Bourgogne-Franche-Comté,Dijon,21000
77.158.174.0/24,FR,Hauts-de-France,Abbeville,80100
77.158.163.0/24,FR,Grand Est,Reims,51051 CEDEX
77.158.177.0/24,FR,Bourgogne-Franche-Comté,Dijon,21000
77.158.180.0/24,FR,Île-de-France,Paris,75015
77.158.165.0/24,FR,Île-de-France,Paris,75389 CEDEX 08
77.158.182.0/24,FR,Île-de-France,Paris,75000
77.158.235.0/24,FR,Île-de-France,Paris,75000
77.158.167.0/24,FR,Auvergne-Rhône-Alpes,Villeurbanne,69100
77.158.183.0/24,FR,Île-de-France,Gargenville,78440
77.158.168.0/24,FR,Île-de-France,Cergy,95000
77.158.186.0/24,FR,Île-de-France,Paris,75000
77.158.188.0/24,FR,Île-de-France,Paris,75000
77.158.169.0/24,FR,Île-de-France,Paris,75000
77.158.225.0/24,FR,Île-de-France,Paris,75000
77.158.190.0/24,FR,Centre,Meung-sur-Loire,45130
77.158.170.0/24,FR,Île-de-France,Paris,75000
77.158.192.0/24,FR,Île-de-France,Montreuil,93181 CEDEX
77.158.194.0/24,FR,Nouvelle-Aquitaine,Mérignac,33688 CEDEX
77.158.217.0/24,FR,Île-de-France,Paris,75015
77.158.171.0/24,FR,Île-de-France,Boulogne-Billancourt,92100
77.158.196.0/24,FR,Île-de-France,Paris,75000
77.158.173.0/24,FR,Île-de-France,Paris,75606 CEDEX 12
77.158.198.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.158.231.0/24,FR,Île-de-France,Paris,75389 CEDEX 08
77.158.200.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.158.175.0/24,FR,Île-de-France,Paris,75606 CEDEX 12
77.158.203.0/24,FR,Nouvelle-Aquitaine,Chancelade,24650
77.158.176.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13000
77.158.205.0/24,FR,Île-de-France,Paris,75000
77.158.178.0/24,FR,Île-de-France,Paris,75479 CEDEX 10
77.158.210.0/24,FR,Bourgogne-Franche-Comté,Ahuy,21121
77.158.181.0/24,FR,Provence-Alpes-Côte d'Azur,Biot,06905 CEDEX
77.158.216.0/24,FR,Île-de-France,Paris,75012
77.158.246.0/24,FR,Île-de-France,Paris,75000
77.158.247.0/24,FR,Île-de-France,Paris,75015
77.158.184.0/24,FR,Auvergne-Rhône-Alpes,Décines-Charpieu,69150
77.158.222.0/24,FR,Île-de-France,Paris,75000
77.158.185.0/24,FR,Île-de-France,Montereau-Fault-Yonne,77130
77.158.187.0/24,FR,Île-de-France,Paris,75000
77.158.189.0/24,FR,Grand Est,Nouzonville,8700
77.158.191.0/24,FR,Grand Est,Neuves-Maisons,54230
77.158.193.0/24,FR,Île-de-France,Paris,75000
77.158.239.0/24,FR,Île-de-France,Paris,75606 CEDEX 12
77.158.240.0/24,FR,Normandy,Cherbourg-Octeville,50100
77.158.241.0/24,FR,Île-de-France,Paris,75000
77.158.242.0/24,FR,Centre,Vierzon,18107 CEDEX
77.158.243.0/24,FR,Île-de-France,Sarcelles,95200
77.158.227.0/24,FR,Île-de-France,Paris,75000
77.158.195.0/24,FR,Île-de-France,Paris,75389 CEDEX 08
77.158.197.0/24,FR,Île-de-France,Paris,75000
77.158.199.0/24,FR,Île-de-France,Paris,75000
77.158.201.0/24,FR,Île-de-France,Paris,75000
77.158.204.0/24,FR,Île-de-France,Paris,75015
77.158.206.0/24,FR,Île-de-France,Paris,75000
77.158.208.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.158.211.0/24,FR,Bourgogne-Franche-Comté,Sens,89090 CEDEX
77.158.214.0/24,FR,Hauts-de-France,Creil,60932 CEDEX 9
77.158.224.0/24,FR,Île-de-France,Paris,75000
77.158.164.0/24,FR,Île-de-France,Paris,75000
77.158.237.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.158.249.0/24,FR,Île-de-France,Paris,75015
77.158.250.0/24,FR,Île-de-France,Paris,75015
77.158.251.0/24,FR,Île-de-France,Paris,75015
77.158.252.0/24,FR,Auvergne-Rhône-Alpes,Chasse-sur-Rhône,38670
77.158.253.0/24,FR,Île-de-France,Paris,75000
77.158.254.0/24,FR,Île-de-France,Paris,75015
77.159.0/24.0/24,FR,Normandy,Le Havre,76050 CEDEX
77.159.1.0/24,FR,Hauts-de-France,Cagny,80330
77.159.2.0/24,FR,Île-de-France,Paris,75000
77.158.244.0/24,FR,Île-de-France,Paris,75000
77.158.248.0/24,FR,Île-de-France,Paris,75015
77.158.228.0/24,FR,Île-de-France,Paris,75008
77.158.245.0/24,FR,Île-de-France,Paris,75000
77.159.10.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.13.0/24,FR,Île-de-France,Paris,75015
77.159.27.0/24,FR,Île-de-France,Auvers-sur-Oise,95430
77.159.3.0/24,FR,Île-de-France,Paris,75000
77.159.5.0/24,FR,Île-de-France,Paris,75000
77.158.255.0/24,FR,Île-de-France,Paris,75015
77.159.6.0/24,FR,Île-de-France,Paris,75000
77.159.4.0/24,FR,Île-de-France,Paris,75000
77.159.7.0/24,FR,Île-de-France,Paris,75000
77.159.8.0/24,FR,Île-de-France,Paris,75015
77.159.9.0/24,FR,Auvergne-Rhône-Alpes,Feyzin,69320
77.159.65.0/24,FR,Île-de-France,Paris,75000
77.159.29.0/24,FR,Île-de-France,Paris,75000
77.159.23.0/24,FR,Île-de-France,Paris,75000
77.159.36.0/24,FR,Bourgogne-Franche-Comté,Champigny,89340
77.159.34.0/24,FR,Occitanie,Labarthe-sur-Lèze,31860
77.159.41.0/24,FR,Île-de-France,Paris,75000
77.159.37.0/24,FR,Provence-Alpes-Côte d'Azur,Saint-Andiol,13670
77.159.38.0/24,FR,Normandy,Creully,14480
77.159.49.0/24,FR,Île-de-France,Paris,75000
77.159.42.0/24,FR,Île-de-France,Paris,75000
77.159.40.0/24,FR,Nouvelle-Aquitaine,Lacq,64170
77.159.44.0/24,FR,Île-de-France,Écuelles,77250
77.159.56.0/24,FR,Nouvelle-Aquitaine,Bordeaux,33043 CEDEX
77.159.43.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.159.51.0/24,FR,Île-de-France,Paris,75000
77.159.60.0/24,FR,Île-de-France,Paris,75000
77.159.45.0/24,FR,Auvergne-Rhône-Alpes,Saint-Martin-du-Frêne,1430
77.159.55.0/24,FR,Île-de-France,Paris,75000
77.159.46.0/24,FR,Provence-Alpes-Côte d'Azur,Plan-de-Cuques,13712 CEDEX
77.159.48.0/24,FR,Île-de-France,Paris,75000
77.159.50.0/24,FR,Île-de-France,Paris,75000
77.159.54.0/24,FR,Provence-Alpes-Côte d'Azur,Saint-Vallier-de-Thiey,6460
77.159.57.0/24,FR,Nouvelle-Aquitaine,Périgueux,24000
77.159.59.0/24,FR,Île-de-France,Paris,75000
77.159.61.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13001
77.159.91.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.92.0/24,FR,Hauts-de-France,Le Touquet-Paris-Plage,62520
77.159.93.0/24,FR,Brittany,Rennes,35000
77.159.12.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.68.0/24,FR,Île-de-France,Paris,75000
77.159.16.0/24,FR,Brittany,Lorient,56100
77.159.72.0/24,FR,Brittany,Vitré,35500
77.159.18.0/24,FR,Île-de-France,Paris,75000
77.159.20.0/24,FR,Île-de-France,Paris,75000
77.159.64.0/24,FR,Île-de-France,Paris,75000
77.159.63.0/24,FR,Île-de-France,Paris,75000
77.159.22.0/24,FR,Île-de-France,Paris,75000
77.159.26.0/24,FR,Île-de-France,Paris,75000
77.159.84.0/24,FR,Grand Est,Uckange,57270
77.159.31.0/24,FR,Occitanie,Balaruc-les-Bains,34540
77.159.32.0/24,FR,Hauts-de-France,Breteuil,60120
77.159.86.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.33.0/24,FR,Hauts-de-France,Clermont,60608 CEDEX
77.159.87.0/24,FR,Normandy,Saint-Philbert-sur-Risle,27290
77.159.11.0/24,FR,Île-de-France,Paris,75015
77.159.52.0/24,FR,Île-de-France,Paris,75000
77.159.14.0/24,FR,Île-de-France,Paris,75000
77.159.70.0/24,FR,Île-de-France,Paris,75000
77.159.15.0/24,FR,Auvergne-Rhône-Alpes,Monestier-de-Clermont,38650
77.159.71.0/24,FR,Normandy,Morteaux-Coulibœuf,14620
77.159.17.0/24,FR,Île-de-France,Paris,75000
77.159.73.0/24,FR,Occitanie,Mende,48001 CEDEX
77.159.19.0/24,FR,Île-de-France,Paris,75000
77.159.75.0/24,FR,Occitanie,Toulouse,31000
77.159.76.0/24,FR,Île-de-France,Paris,75000
77.159.21.0/24,FR,Grand Est,Attenschwiller,68220
77.159.67.0/24,FR,Brittany,Lorient,56100
77.159.77.0/24,FR,Hauts-de-France,Douai,59351 CEDEX
77.159.24.0/24,FR,Normandy,Quincampoix,76230
77.159.78.0/24,FR,Brittany,Saint-Malo,35411 CEDEX
77.159.25.0/24,FR,Île-de-France,Écuelles,77250
77.159.79.0/24,FR,Île-de-France,Paris,75000
77.159.28.0/24,FR,Île-de-France,Paris,75000
77.159.80.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.81.0/24,FR,Grand Est,Reims,51073 CEDEX
77.159.30.0/24,FR,Île-de-France,Paris,75000
77.159.82.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.35.0/24,FR,Provence-Alpes-Côte d'Azur,Noves,13550
77.159.83.0/24,FR,Île-de-France,Maisons-Laffitte,78609 CEDEX
77.159.85.0/24,FR,Nouvelle-Aquitaine,Moncoutant,79320
77.159.39.0/24,FR,Île-de-France,Écuelles,77250
77.159.88.0/24,FR,Centre,Champigny-sur-Veude,37120
77.159.47.0/24,FR,Île-de-France,Paris,75000
77.159.53.0/24,FR,Provence-Alpes-Côte d'Azur,Marseille,13002
77.159.58.0/24,FR,Île-de-France,Paris,75000
77.159.69.0/24,FR,Île-de-France,Paris,75000
77.159.102.0/24,FR,Île-de-France,Paris,75000
77.159.103.0/24,FR,Île-de-France,Paris,75000
77.159.104.0/24,FR,Île-de-France,Paris,75000
77.159.107.0/24,FR,Île-de-France,Paris,75000
77.159.90.0/24,FR,Normandy,Verneuil-sur-Avre,27131 CEDEX
77.159.89.0/24,FR,Nouvelle-Aquitaine,Clairac,47320
77.159.66.0/24,FR,Hauts-de-France,Calais,62100
77.159.96.0/24,FR,Île-de-France,Paris,75000
77.159.97.0/24,FR,Île-de-France,Paris,75016
77.159.98.0/24,FR,Île-de-France,Paris,75000
77.159.99.0/24,FR,Normandy,Ézy-sur-Eure,27530
77.159.100.0/24,FR,Île-de-France,Paris,75000
77.159.94.0/24,FR,Brittany,Saint-Brieuc,22042 CEDEX 2
77.159.101.0/24,FR,Île-de-France,Paris,75665 CEDEX 14
77.159.62.0/24,FR,Brittany,Vannes,56909 CEDEX 9
77.159.74.0/24,FR,Grand Est,Verdun,55105 CEDEX
77.159.95.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.113.0/24,FR,Île-de-France,Paris,75015
77.159.116.0/24,FR,Île-de-France,Paris,75015
77.159.120.0/24,FR,Île-de-France,Paris,75015
77.159.123.0/24,FR,Île-de-France,Paris,75015
77.159.106.0/24,FR,Île-de-France,Paris,75000
77.159.109.0/24,FR,Île-de-France,Paris,75000
77.159.108.0/24,FR,Île-de-France,Paris,75000
77.159.105.0/24,FR,Île-de-France,Paris,75000
77.159.110.0/24,FR,Île-de-France,Paris,75000
77.159.111.0/24,FR,Île-de-France,Paris,75000
77.159.112.0/24,FR,Île-de-France,Paris,75015
77.159.138.0/24,FR,Auvergne-Rhône-Alpes,Condrieu,69714 CEDEX
77.159.139.0/24,FR,Pays de la Loire,Beaupréau,49602 CEDEX
77.159.127.0/24,FR,Île-de-France,Paris,75015
77.159.118.0/24,FR,Île-de-France,Paris,75015
77.159.129.0/24,FR,Île-de-France,Paris,75015
77.159.131.0/24,FR,Hauts-de-France,Fourmies,59610
77.159.122.0/24,FR,Île-de-France,Paris,75015
77.159.133.0/24,FR,Île-de-France,Fontainebleau,77300
77.159.117.0/24,FR,Île-de-France,Paris,75015
77.159.125.0/24,FR,Île-de-France,Paris,75015
77.159.136.0/24,FR,Île-de-France,Paris,75015
77.159.126.0/24,FR,Île-de-France,Paris,75015
77.159.128.0/24,FR,Île-de-France,Paris,75015
77.159.130.0/24,FR,Auvergne-Rhône-Alpes,Les Avenières,38630
77.159.115.0/24,FR,Île-de-France,Paris,75015
77.159.132.0/24,FR,Île-de-France,Fontainebleau,77300
77.159.134.0/24,FR,Île-de-France,Paris,75015
77.159.137.0/24,FR,Île-de-France,Paris,75015
77.159.121.0/24,FR,Île-de-France,Paris,75015
77.159.124.0/24,FR,Île-de-France,Paris,75015
77.159.135.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69005
77.159.114.0/24,FR,Île-de-France,Paris,75015
77.159.119.0/24,FR,Île-de-France,Paris,75015
77.159.189.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.190.0/24,FR,Île-de-France,Paris,75000
77.159.191.0/24,FR,Normandy,Tollevast,50470
77.159.192.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.159.179.0/24,FR,Île-de-France,Paris,75000
77.159.188.0/24,FR,Île-de-France,Paris,75000
77.159.142.0/24,FR,Hauts-de-France,Liévin,62800
77.159.141.0/24,FR,Normandy,Aube-sur-Rîle,61270
77.159.148.0/24,FR,Centre,Château-Renault,37110
77.159.145.0/24,FR,Île-de-France,Paris,75000
77.159.151.0/24,FR,Île-de-France,Argenteuil,95100
77.159.152.0/24,FR,Île-de-France,Paris,75000
77.159.163.0/24,FR,Provence-Alpes-Côte d'Azur,Aix-en-Provence,13792 CEDEX 3
77.159.155.0/24,FR,Corsica,Bastia,20600
77.159.165.0/24,FR,Île-de-France,Paris,75015
77.159.157.0/24,FR,Île-de-France,Paris,75026 CEDEX 01
77.159.167.0/24,FR,Île-de-France,Paris,75015
77.159.159.0/24,FR,Occitanie,Saint-Léon,31560
77.159.162.0/24,FR,Grand Est,Bertrambois,54480
77.159.140.0/24,FR,Auvergne-Rhône-Alpes,Portes-lès-Valence,26800
77.159.175.0/24,FR,Île-de-France,Paris,75000
77.159.146.0/24,FR,Île-de-France,Paris,75000
77.159.172.0/24,FR,Île-de-France,Paris,75000
77.159.182.0/24,FR,Bourgogne-Franche-Comté,Auxerre,89000
77.159.149.0/24,FR,Brittany,Plouër-sur-Rance,22490
77.159.187.0/24,FR,Hauts-de-France,Lille,59000
77.159.154.0/24,FR,Île-de-France,Paris,75270 CEDEX 06
77.159.158.0/24,FR,Provence-Alpes-Côte d'Azur,L'Isle-sur-la-Sorgue,84805 CEDEX
77.159.144.0/24,FR,Île-de-France,Paris,75000
77.159.161.0/24,FR,Grand Est,Florange,57190
77.159.147.0/24,FR,Auvergne-Rhône-Alpes,Caluire-et-Cuire,69300
77.159.166.0/24,FR,Île-de-France,Sarcelles,95200
77.159.150.0/24,FR,Île-de-France,Paris,75000
77.159.168.0/24,FR,Île-de-France,Paris,75015
77.159.153.0/24,FR,Occitanie,Toulouse,31000
77.159.178.0/24,FR,Hauts-de-France,Passel,60400
77.159.170.0/24,FR,Île-de-France,Paris,75015
77.159.156.0/24,FR,Brittany,Bannalec,29380
77.159.181.0/24,FR,Île-de-France,Paris,75000
77.159.173.0/24,FR,Auvergne-Rhône-Alpes,Moulins,3000
77.159.160.0/24,FR,Île-de-France,Paris,75015
77.159.185.0/24,FR,Bourgogne-Franche-Comté,Dijon,21000
77.159.176.0/24,FR,Île-de-France,Neuilly-sur-Marne,93330
77.159.164.0/24,FR,Île-de-France,Paris,75015
77.159.177.0/24,FR,Île-de-France,Paris,75000
77.159.169.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.180.0/24,FR,Île-de-France,Paris,75015
77.159.171.0/24,FR,Grand Est,Commercy,55203 CEDEX
77.159.184.0/24,FR,Île-de-France,Paris,75015
77.159.174.0/24,FR,Centre,Pithiviers,45300
77.159.183.0/24,FR,Île-de-France,Paris,75000
77.159.143.0/24,FR,Île-de-France,Paris,75020
77.159.206.0/24,FR,Bourgogne-Franche-Comté,Saligny,89100
77.159.207.0/24,FR,Auvergne-Rhône-Alpes,Lyon,69000
77.159.208.0/24,FR,Île-de-France,Paris,75013
77.159.209.0/24,FR,Île-de-France,Paris,75000
77.159.210.0/24,FR,Grand Est,Hayange,57700
77.159.212.0/24,FR,Île-de-France,Paris,75000
77.159.196.0/24,FR,Île-de-France,Paris,75000
77.159.199.0/24,FR,Île-de-France,Paris,75015
77.159.202.0/24,FR,Île-de-France,Paris,75000
